,text,user_age,gender,days_on_platform,user_region,label,train_test_split
2425,im so tired but i still have thisbhuge history test in a few minutes i cant afford to get freaked out now oh god if i have an anxiety attack,29.92,Other,1886,Middle East/Africa,sadness,Test
2426,@user @user @user @user @user terrorist attack and terrorism already exists in the history of islam.,29.6,Female,4031,Middle East/Africa,anger,Test
2427,Vale! Vale! Sip sangria and taste tantalizing tapas @user  's fiery flamenco nights! #MinutesFromHoM #SilverLake #LA #Flamenco,42.57,Female,2989,Americas,happiness,Train
2428,@user @user included for maximum #sadness,37.85,Female,4046,Europe,sadness,Test
2429,"@user yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",22.07,Female,2391,Europe,anger,Train
2430,Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight 😅,35.61,Male,2690,Asia Pacific,happiness,Test
2431,I really wanna go fright night at Thorpe Park next month 👻,36.14,Male,2854,Europe,happiness,Test
2432,"Welp, I'm off to get my #anxiety meds now. #Empire",40.18,Female,3380,Middle East/Africa,sadness,Test
2433,If you sober better roll another Dutch or if u don't smoke nigga better pour another cup 🍁🍾...,21.39,Male,4186,Middle East/Africa,happiness,Train
2434,I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,19.92,Male,577,Americas,anger,Train
2435,"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",33.29,Male,1898,Asia Pacific,sadness,Test
2436,"My wedding is in two weeks and I'm actually really nervous. I just want things to go right, I don't want to get sick or get canceled ;;",25.39,Female,2406,Asia Pacific,sadness,Train
2437,The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there,22.07,Male,2478,Americas,sadness,Test
2438,@user @user @user 80s new wave/techno - or jazz / blues depending my mood,52.83,Other,347,Asia Pacific,happiness,Test
2439,@user @user @user @user @user Have you read the OT and Pauline Epistles? They have countless horrid rules,34.78,Female,3027,Europe,sadness,Train
2440,i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums,52.93,Male,69,Europe,happiness,Train
2441,@user @user wow. not heard this in forever. Random but. great  #xph,29.38,Female,3738,Europe,happiness,Test
2442,@user yep &amp; I stayed in pjs all day too lol x,36.8,Other,3550,Americas,happiness,Train
2443,@user You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs 珞,60.63,Male,3811,Middle East/Africa,happiness,Train
2444,"@user snow pig,  that's hilarious. Lmaooo",42.5,Male,2130,Europe,happiness,Test
2445,@user I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔 #furious,42.07,Female,4463,Middle East/Africa,anger,Test
2446,"@user I remember being awestruck looking around thinking, 'You could fit the entire population of our town in here ten times over.'",34.08,Female,450,Middle East/Africa,optimism,Test
2447,"Oh that cheery fucking note, good night shit heads X",23.78,Female,3538,Americas,anger,Train
2448,Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio,42.35,Female,1147,Americas,happiness,Train
2449,"@user  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",42.11,Female,3345,Middle East/Africa,anger,Train
2450,@user I still find you pleasing.,44.0,Male,4563,Asia Pacific,happiness,Test
2451,"@user ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",38.23,Male,521,Middle East/Africa,anger,Train
2452,ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --,33.4,Female,3089,Middle East/Africa,anger,Train
2453,@user @user  I'm there... let me know #sober,24.92,Male,4265,Asia Pacific,optimism,Test
2454,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪,31.98,Female,3062,Asia Pacific,anger,Train
2455,Can't even believe just seeing you set my anxiety off 🖕,41.65,Female,693,Asia Pacific,happiness,Train
2456,@user why is there no disabled access at pontefract monkhill? #terrible,37.35,Female,897,Americas,anger,Test
2457,I seriously miss #ahsaftershow with @user and @user I need to talk about the mamasitas and the hunks of horror.,42.62,Other,3833,Europe,sadness,Test
2458,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",26.54,Female,3083,Asia Pacific,optimism,Train
2459,I genuinely think I have anger issues,41.87,Male,2173,Asia Pacific,anger,Train
2460,having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling,46.77,Female,4957,Americas,happiness,Train
2461,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,24.29,Female,2185,Middle East/Africa,anger,Test
2462,Update: I have yet to hang out with @user but I'm still hopeful!,38.3,Male,2746,Americas,optimism,Test
2463,Chart music is pretty much ALL the same.. #horrific,31.66,Other,1185,Europe,anger,Train
2464,Dreams dashed and divided like million stars in the night sky.,66.11,Male,3360,Middle East/Africa,sadness,Train
2465,Drop Snapchat names #bored  #swap #pics,20.54,Female,3117,Americas,sadness,Test
2466,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",33.94,Male,4786,Middle East/Africa,anger,Train
2467,If you really care like you state @user @user then I would seriously address sensitivity training to your employees,33.83,Male,3521,Middle East/Africa,optimism,Train
2468,"So Mary Berry, Mel and Sue have gone with their principles, and @user  has gone with the fame and fortune. #GBBO  #depressing",36.29,Female,3024,Europe,sadness,Train
2469,Get to work and there's a fire drill. #fire  #outthere #inthedark,32.66,Male,4630,Americas,anger,Train
2470,resentment is rlly my shit.,23.86,Male,2069,Americas,anger,Train
2471,@user eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,21.14,Female,3795,Asia Pacific,happiness,Train
2472,Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,19.44,Female,4605,Americas,optimism,Test
2473,A nation with a large part of the population living in #fear  of the police is neither #great nor #free  - it's actually a #fascist  nation,26.35,Female,4639,Europe,anger,Test
2474,"@user (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation",24.6,Male,6302,Middle East/Africa,anger,Train
2475,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say.",51.88,Female,2151,Americas,optimism,Train
2476,@user @user sorry to #offend u griffin!!,19.79,Female,1844,Europe,sadness,Train
2477,Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,34.32,Female,1342,Americas,anger,Test
2478,@user @user @user I was having breakfast when I seen this?! I blew my cereal in the #sink!!,20.54,Female,2754,Americas,anger,Train
2479,Learning how to use twitter #lost,41.67,Female,4274,Asia Pacific,sadness,Test
2480,angry already,32.04,Female,3666,Americas,anger,Train
2481,What a horrible track lakeside is 😳😳😴😴,24.08,Male,98,Americas,anger,Train
2482,Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded,22.02,Female,861,Asia Pacific,optimism,Test
2483,"@user Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",21.71,Female,3152,Americas,happiness,Train
2484,@user See you all October 8th. @user is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,35.99,Male,3681,Americas,happiness,Train
2485,"Sharpened a pencil today, haven't sharpened once since 1999. ✏️ #exhilarating",45.81,Female,2131,Americas,happiness,Test
2486,"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 󾌴",24.71,Male,3276,Europe,happiness,Train
2487,"@user @user again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",21.67,Male,1935,Europe,sadness,Train
2488,".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund!",31.95,Female,697,Middle East/Africa,anger,Test
2489,Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears  #moretears,44.13,Female,3915,Europe,happiness,Train
2490,Chalk dance notation entree manchester inasmuch as corinthian products that discourage drag branding: ARwuEVfqv,41.34,Male,1179,Asia Pacific,sadness,Train
2491,"her fingers slide along your thighs, caressing the skin before she's leaning down, down, down and the first lick is teasing n playful.",31.37,Female,5600,Europe,happiness,Test
2492,@user @user @user @user @user @user average 22000 for the massif...,38.84,Male,2277,Asia Pacific,happiness,Test
2493,why are people so angry toward veggie burgers at in n out wtf,13.98,Male,6662,Americas,anger,Test
2494,I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,25.09,Female,1500,Americas,optimism,Test
2495,What the fuck is he even doing ? He should be off that's fucking horrific !,24.14,Female,1460,Middle East/Africa,anger,Train
2496,"@user He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?",11.94,Female,3971,Asia Pacific,anger,Test
2497,is it an insult or compliment to be told i look like a really happy duck,22.77,Female,6662,Asia Pacific,happiness,Train
2498,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @user concerts in LA. #serious,39.1,Male,1744,Americas,optimism,Test
2499,"I've watched @user 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again.",39.22,Male,5105,Middle East/Africa,happiness,Train
2500,@user what if lives are attached to real estate? Shall I come trash your cameras because I'm angry with what your race is doing?,54.17,Male,953,Asia Pacific,anger,Test
2501,"Should I give the windy tiger those ankle and wrist tapes? I didn't include any character-specific details in the burning fox, so...",42.8,Female,719,Americas,anger,Test
2502,Last night my stomach was hurting and today I have a horrible headache. I can never win,32.23,Female,2340,Asia Pacific,sadness,Test
2503,We floated like butterflies. Now you sting like bees!',33.84,Female,2858,Middle East/Africa,happiness,Train
2504,@user @user Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad,38.62,Male,1414,Americas,sadness,Test
2505,@user not mad but tilting? slightly irate? is that cool?,32.65,Male,3968,Middle East/Africa,anger,Test
2506,"@user BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though",41.3,Male,2952,Europe,anger,Train
2507,"I'm not afraid to love, I'm afraid of not being loved back.",30.23,Female,3916,Europe,sadness,Train
2508,"@user it does. if one person ruins season 13 for me, I will be so angry",46.67,Male,211,Asia Pacific,anger,Train
2509,White people irritate me.,49.9,Female,4474,Middle East/Africa,anger,Test
2510,@user I love parody accounts! Well done. Vote for #Trump. #lol,43.44,Male,971,Americas,happiness,Test
2511,Recommended reading: Prisoners of Hate by Aaron Beck #anger,36.44,Female,4959,Europe,anger,Test
2512,@user decorations are up all over Jersey already #outrage,26.18,Male,5296,Asia Pacific,anger,Train
2513,not to be That Person™ but i get bitter seeing some ravi stans,58.45,Male,437,Americas,anger,Train
2514,I got so much fan's on here! Y'all and vixx keep me smiling ❤❤❤,45.44,Male,1972,Americas,happiness,Train
2515,Unmatched Party Specialist /co @user #serious #job #titles,22.83,Female,4550,Asia Pacific,sadness,Test
2516,Come on girl shake that ass for me,53.33,Male,4672,Asia Pacific,happiness,Train
2517,Hi guys! I now do lessons via Skype! Contact me for more info. #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues,36.35,Other,2481,Middle East/Africa,happiness,Test
